,blk_no,street,max_floor_lvl,year_completed,residential,commercial,market_hawker,miscellaneous,multistorey_carpark,precinct_pavilion,total_dwelling_units,address,latitude,longitude
10211,679,JURONG WEST CTRL 1,6,1998,N,Y,N,N,Y,N,0,679 JURONG WEST CTRL 1,1.344594679,103.7060894
10219,679D,PUNGGOL DR,1,2016,N,N,N,N,N,Y,0,679D PUNGGOL DR,1.406640516,103.9084376
10223,68,LOR 5 TOA PAYOH,12,1966,Y,N,N,N,N,N,240,68 LOR 5 TOA PAYOH,1.334806349,103.8529755
10225,68,SENG POH LANE,1,1937,N,Y,N,N,N,N,0,68 SENG POH LANE,1.283637009,103.8331865
10229,680,JURONG WEST CTRL 1,1,1999,N,N,N,N,N,Y,0,680 JURONG WEST CTRL 1,1.344539888,103.7058149
10236,681,JURONG WEST CTRL 1,1,1999,N,N,N,N,N,Y,0,681 JURONG WEST CTRL 1,1.344138301,103.7051664
10237,681,PUNGGOL DR,6,2017,N,Y,N,Y,N,N,0,681 PUNGGOL DR,1.40282352,103.9134614
10239,681,WOODLANDS DR 62,5,1998,N,N,N,N,Y,N,0,681 WOODLANDS DR 62,1.439564156,103.8034592
10248,682,EDGEDALE PLAINS,8,2016,N,N,N,N,Y,N,0,682 EDGEDALE PLAINS,1.404032793,103.9157938
10250,682,JURONG WEST CTRL 1,5,1998,N,N,N,N,Y,N,0,682 JURONG WEST CTRL 1,1.343942895,103.7049842
10252,682,WOODLANDS DR 62,1,1999,N,N,N,N,N,Y,0,682 WOODLANDS DR 62,1.440669967,103.8039935
10253,682A,EDGEDALE PLAINS,17,2017,Y,N,N,Y,N,N,127,682A EDGEDALE PLAINS,1.403547749,103.9162913
10256,682B,EDGEDALE PLAINS,17,2017,Y,N,N,Y,N,N,80,682B EDGEDALE PLAINS,1.403411731,103.915952
10259,682C,EDGEDALE PLAINS,17,2017,Y,N,N,Y,N,N,96,682C EDGEDALE PLAINS,1.403619895,103.9155247
10263,683,CHOA CHU KANG CRES,6,2000,N,N,N,N,Y,N,0,683 CHOA CHU KANG CRES,1.404306852,103.7458543
10264,683,EDGEDALE PLAINS,1,2017,N,N,N,N,N,Y,0,683 EDGEDALE PLAINS,1.404152091,103.9151881
10266,683,JURONG WEST CTRL 1,1,1999,N,N,N,N,N,Y,0,683 JURONG WEST CTRL 1,1.342324276,103.7050072
10269,683A,EDGEDALE PLAINS,17,2017,Y,N,N,Y,N,N,127,683A EDGEDALE PLAINS,1.404263444,103.9153714
10273,683B,EDGEDALE PLAINS,17,2017,Y,N,N,N,N,N,76,683B EDGEDALE PLAINS,1.404701058,103.9149881
10277,683C,EDGEDALE PLAINS,15,2017,Y,N,N,N,N,N,80,683C EDGEDALE PLAINS,1.404073549,103.9146487
10281,684,CHOA CHU KANG CRES,1,2001,N,N,N,N,N,Y,0,684 CHOA CHU KANG CRES,1.404144267,103.7464138
10282,684,EDGEDALE PLAINS,1,2017,N,N,N,N,N,Y,0,684 EDGEDALE PLAINS,1.403144479,103.9160658
10284,684,JURONG WEST ST 64,6,1998,N,N,N,N,Y,N,0,684 JURONG WEST ST 64,1.344296855,103.7040989
10287,684A,EDGEDALE PLAINS,17,2017,Y,N,N,Y,N,N,128,684A EDGEDALE PLAINS,1.402793795,103.9158786
10291,684B,EDGEDALE PLAINS,17,2017,Y,N,N,N,N,N,115,684B EDGEDALE PLAINS,1.403027132,103.9150056
10295,684C,EDGEDALE PLAINS,17,2017,Y,N,N,Y,N,N,142,684C EDGEDALE PLAINS,1.403492387,103.9147653
10299,684D,EDGEDALE PLAINS,17,2017,Y,N,N,N,N,N,86,684D EDGEDALE PLAINS,1.403651736,103.9140948
10301,685,CHOA CHU KANG CRES,1,2001,N,N,N,N,N,Y,0,685 CHOA CHU KANG CRES,1.4040788,103.7480139
10303,685,JURONG WEST ST 64,1,1999,N,N,N,N,N,Y,0,685 JURONG WEST ST 64,1.343196317,103.7044044
10305,685,WOODLANDS DR 73,5,1998,N,N,N,N,Y,N,0,685 WOODLANDS DR 73,1.440777025,103.8054687
10308,685A,WOODLANDS DR 73,1,2002,N,N,N,N,N,Y,0,685A WOODLANDS DR 73,1.441473226,103.8056974
10315,686,CHOA CHU KANG CRES,6,2000,N,N,N,N,Y,N,0,686 CHOA CHU KANG CRES,1.404077388,103.7489021
10317,686,JURONG WEST CTRL 1,6,1999,N,N,N,N,Y,N,0,686 JURONG WEST CTRL 1,1.341434635,103.704368
10318,686,WOODLANDS DR 73,6,2001,N,N,N,N,Y,N,0,686 WOODLANDS DR 73,1.442630126,103.8058561
10329,687,CHOA CHU KANG DR,5,2000,N,N,N,N,Y,N,0,687 CHOA CHU KANG DR,1.403846956,103.7498787
10332,687,WOODLANDS DR 75,6,2001,N,N,N,N,Y,N,0,687 WOODLANDS DR 75,1.44121637,103.8065988
10340,687D,WOODLANDS DR 75,1,2002,N,N,N,N,N,Y,0,687D WOODLANDS DR 75,1.441645503,103.8077523
10341,688,CHOA CHU KANG DR,1,2000,N,N,N,N,N,Y,0,688 CHOA CHU KANG DR,1.403725497,103.7505312
10344,688,WOODLANDS DR 75,7,2002,N,Y,N,N,Y,N,0,688 WOODLANDS DR 75,1.443979354,103.8074967
10354,689,CHOA CHU KANG CRES,5,2000,N,N,N,N,Y,N,0,689 CHOA CHU KANG CRES,1.402709115,103.7511244
10357,689,WOODLANDS DR 75,4,2002,N,N,N,N,Y,N,0,689 WOODLANDS DR 75,1.444687004,103.8088707
10368,69,GEYLANG BAHRU,1,2018,N,N,Y,N,N,N,0,69 GEYLANG BAHRU,1.32146311,103.870005
10372,69,SENG POH LANE,1,1937,N,Y,N,N,N,N,0,69 SENG POH LANE,1.284148169,103.8327858
10374,690,CHOA CHU KANG CRES,1,2001,N,N,N,N,N,Y,0,690 CHOA CHU KANG CRES,1.402955635,103.7520528
10377,690,WOODLANDS DR 75,7,2001,N,N,N,N,Y,N,0,690 WOODLANDS DR 75,1.442946786,103.8084764
10388,691,CHOA CHU KANG CRES,1,2002,N,N,N,N,N,Y,0,691 CHOA CHU KANG CRES,1.400896454,103.7514862
10391,691,WOODLANDS DR 73,6,2017,N,Y,N,N,Y,N,0,691 WOODLANDS DR 73,1.440629924,103.8061981
10393,691A,JURONG WEST CTRL 1,5,1996,N,N,N,N,Y,N,0,691A JURONG WEST CTRL 1,1.342365516,103.7058385
10394,691A,WOODLANDS DR 73,14,2017,Y,N,N,N,N,N,90,691A WOODLANDS DR 73,1.440303606,103.8066604
10396,691B,WOODLANDS DR 73,14,2017,Y,N,N,Y,N,N,104,691B WOODLANDS DR 73,1.440299614,103.8058925
10397,691C,WOODLANDS DR 73,14,2017,Y,N,N,N,N,N,78,691C WOODLANDS DR 73,1.439814551,103.8060413
10398,691D,WOODLANDS DR 73,14,2017,Y,N,N,N,N,N,130,691D WOODLANDS DR 73,1.439516225,103.8056877
10399,692,CHOA CHU KANG CRES,5,2001,N,N,N,N,Y,N,0,692 CHOA CHU KANG CRES,1.39978928,103.7513161
10402,692,WOODLANDS DR 73,1,2018,N,N,N,N,N,Y,0,692 WOODLANDS DR 73,1.439618595,103.8054303
10404,692A,JURONG WEST CTRL 1,6,1996,N,N,N,N,Y,N,0,692A JURONG WEST CTRL 1,1.341719647,103.7071506
10408,693,WOODLANDS AVE 6,6,2017,N,Y,N,N,Y,N,0,693 WOODLANDS AVE 6,1.438087881,103.803765
10409,693A,WOODLANDS AVE 6,13,2017,Y,N,N,N,N,N,144,693A WOODLANDS AVE 6,1.438781764,103.8037078
10410,693B,WOODLANDS AVE 6,13,2017,Y,N,N,N,N,N,167,693B WOODLANDS AVE 6,1.438506059,103.8042506
10411,693C,WOODLANDS AVE 6,13,2017,Y,N,N,Y,N,N,131,693C WOODLANDS AVE 6,1.438099633,103.8044299
10412,693D,WOODLANDS AVE 6,13,2017,Y,N,N,N,N,N,504,693D WOODLANDS AVE 6,1.437456761,103.8043962
10413,693E,WOODLANDS AVE 6,1,2018,N,N,N,N,N,Y,0,693E WOODLANDS AVE 6,1.437930374,103.8045711
10416,694,WOODLANDS DR 62,6,2017,N,N,N,N,Y,N,0,694 WOODLANDS DR 62,1.438053277,103.8049891
10417,694A,WOODLANDS DR 62,13,2017,Y,N,N,N,N,N,144,694A WOODLANDS DR 62,1.43905184,103.8043957
10418,694B,WOODLANDS DR 62,13,2017,Y,N,N,N,N,N,96,694B WOODLANDS DR 62,1.439139299,103.8049768
10419,694C,WOODLANDS DR 62,13,2017,Y,N,N,N,N,N,144,694C WOODLANDS DR 62,1.438822731,103.8057142
10420,694D,WOODLANDS DR 62,13,2017,Y,N,N,N,N,N,167,694D WOODLANDS DR 62,1.438602584,103.8050912
10421,694E,WOODLANDS DR 62,1,2018,N,N,N,N,N,Y,0,694E WOODLANDS DR 62,1.438479367,103.8049168
10427,697,JURONG WEST CTRL 3,8,2015,N,N,N,N,Y,N,0,697 JURONG WEST CTRL 3,1.341605075,103.7080875
10428,697A,HOUGANG ST 52,1,1998,N,N,N,N,N,Y,0,697A HOUGANG ST 52,1.375748177,103.8881739
10431,697C,JURONG WEST CTRL 3,17,2016,Y,N,N,Y,N,N,96,697C JURONG WEST CTRL 3,1.340472364,103.7083547
10433,698,JURONG WEST CTRL 3,1,2016,N,N,N,N,N,Y,0,698 JURONG WEST CTRL 3,1.340988721,103.7076154
10435,698A,JURONG WEST CTRL 3,17,2016,Y,N,N,N,N,N,143,698A JURONG WEST CTRL 3,1.341091608,103.7080237
10445,699D,HOUGANG ST 52,5,1997,N,N,N,N,Y,N,0,699D HOUGANG ST 52,1.376065879,103.8885939
10449,7,EMPRESS RD,1,2008,N,N,Y,N,N,N,0,7 EMPRESS RD,1.316245744,103.8056364
10450,7,EUNOS CRES,2,1976,N,Y,N,N,N,N,0,7 EUNOS CRES,1.32065506,103.9043958
10458,7,KING GEORGE'S AVE,17,1974,Y,Y,N,Y,N,N,252,7 KING GEORGE'S AVE,1.307803198,103.8600684
10463,7,MCNAIR RD,2,1991,N,N,N,Y,N,N,0,7 MCNAIR RD,1.318612408,103.8560949
10464,7,NTH BRIDGE RD,16,1970,Y,N,N,N,N,N,348,7 NTH BRIDGE RD,1.304331653,103.8637079
10466,7,SENJA LINK,1,2015,N,N,N,Y,N,N,0,7 SENJA LINK,1.386152069,103.7631809
10474,7A,GHIM MOH RD,1,2002,N,N,N,N,N,Y,0,7A GHIM MOH RD,1.311134932,103.7875571
10475,7A,LOR 7 TOA PAYOH,1,1997,N,N,N,N,N,Y,0,7A LOR 7 TOA PAYOH,1.337982145,103.8570063
10476,7A,MARSILING DR,5,2000,N,N,N,N,Y,N,0,7A MARSILING DR,1.441626246,103.7759735
10477,7B,C'WEALTH AVE,6,1994,N,N,N,N,Y,N,0,7B C'WEALTH AVE,1.30626136,103.7950452
10480,70,GEYLANG BAHRU,3,1990,N,Y,N,N,N,N,0,70 GEYLANG BAHRU,1.321875627,103.8703543
10483,70,SENG POH LANE,1,1937,N,Y,N,N,N,N,0,70 SENG POH LANE,1.284077919,103.8326775
10484,70,TELOK BLANGAH HTS,4,2015,N,N,N,Y,Y,N,0,70 TELOK BLANGAH HTS,1.276318471,103.810719
10485,70A,GEYLANG BAHRU,2,1989,N,Y,N,N,N,N,0,70A GEYLANG BAHRU,1.321916601,103.8701786
10486,70A,REDHILL CL,7,1999,N,N,N,Y,Y,N,0,70A REDHILL CL,1.287006594,103.8169125
10489,70C,TELOK BLANGAH HTS,25,2016,Y,N,N,N,N,N,152,70C TELOK BLANGAH HTS,1.275996185,103.810863
10490,700,ANG MO KIO AVE 6,5,2000,N,N,N,N,Y,N,0,700 ANG MO KIO AVE 6,1.369955509,103.8466998
10493,700A,PASIR RIS DR 10,5,1994,N,N,N,N,Y,N,0,700A PASIR RIS DR 10,1.380789198,103.9386328
10496,700D,ANG MO KIO AVE 6,1,2001,N,N,N,N,N,Y,0,700D ANG MO KIO AVE 6,1.369731149,103.8468737
10506,701A,TAMPINES ST 71,5,1995,N,N,N,N,Y,N,0,701A TAMPINES ST 71,1.356910593,103.9366329
10507,701A,WOODLANDS DR 40,5,1995,N,N,N,N,Y,N,0,701A WOODLANDS DR 40,1.441106246,103.7959881
10508,701A,YISHUN AVE 5,1,1990,N,Y,N,N,N,N,0,701A YISHUN AVE 5,1.429941856,103.8279847
10509,701B,YISHUN AVE 5,15,2001,Y,N,N,Y,N,N,169,701B YISHUN AVE 5,1.429833782,103.8273843
10510,701C,YISHUN AVE 5,1,2002,N,N,N,N,N,Y,0,701C YISHUN AVE 5,1.429653814,103.8270933
10521,702A,JURONG WEST ST 71,5,1993,N,N,N,N,Y,N,0,702A JURONG WEST ST 71,1.341585005,103.6951473
10522,703,ANG MO KIO AVE 8,2,1979,N,Y,N,N,N,N,0,703 ANG MO KIO AVE 8,1.36977527,103.8473214
10542,704A,PASIR RIS DR 10,1,1995,N,N,N,N,N,Y,0,704A PASIR RIS DR 10,1.380786576,103.9375601
10543,704A,TAMPINES ST 71,1,1995,N,N,N,N,N,Y,0,704A TAMPINES ST 71,1.356910417,103.937489
10581,708A,CHOA CHU KANG ST 53,6,1993,N,N,N,N,Y,N,0,708A CHOA CHU KANG ST 53,1.39097809,103.7464294
10591,709A,WOODLANDS DR 70,5,1995,N,N,N,N,Y,N,0,709A WOODLANDS DR 70,1.441112734,103.798011
10594,71,KALLANG BAHRU,2,1976,N,Y,N,N,N,N,0,71 KALLANG BAHRU,1.320911587,103.87039
10598,71,SENG POH RD,3,1938,Y,Y,N,N,N,N,15,71 SENG POH RD,1.284246552,103.8325036
10599,71,TELOK BLANGAH HTS,1,2016,N,N,N,N,N,Y,0,71 TELOK BLANGAH HTS,1.275767348,103.8110327
10609,710A,ANG MO KIO AVE 8,2,1984,N,Y,N,N,N,N,0,710A ANG MO KIO AVE 8,1.370624935,103.8480457
10610,710A,PASIR RIS ST 72,5,1994,N,N,N,N,Y,N,0,710A PASIR RIS ST 72,1.382431089,103.9370711
10611,710B,PASIR RIS ST 72,1,1995,N,N,N,N,N,Y,0,710B PASIR RIS ST 72,1.382021445,103.9371617
10612,711,ANG MO KIO AVE 8,1,1980,N,Y,N,N,N,N,0,711 ANG MO KIO AVE 8,1.371550306,103.848079
10621,711A,WOODLANDS DR 40,1,1996,N,N,N,N,N,Y,0,711A WOODLANDS DR 40,1.440960348,103.7969889
10622,712,ANG MO KIO AVE 6,4,1979,N,Y,N,N,N,N,0,712 ANG MO KIO AVE 6,1.371409211,103.8470829
10631,712A,ANG MO KIO AVE 6,5,1988,N,Y,N,N,Y,N,0,712A ANG MO KIO AVE 6,1.370891397,103.8469572
10632,712A,JURONG WEST ST 71,16,2017,Y,N,N,N,N,N,149,712A JURONG WEST ST 71,1.342588041,103.6969317
10633,712B,JURONG WEST ST 71,4,2017,N,N,N,Y,Y,Y,0,712B JURONG WEST ST 71,1.3428954,103.6968941
10650,714A,BEDOK RESERVOIR RD,3,2008,N,N,N,Y,Y,N,0,714A BEDOK RESERVOIR RD,1.336579253,103.9234666
10651,714A,WOODLANDS DR 70,5,1995,N,N,N,N,Y,N,0,714A WOODLANDS DR 70,1.441485133,103.7990897
10652,715,ANG MO KIO AVE 6,4,1979,N,Y,N,Y,N,N,0,715 ANG MO KIO AVE 6,1.370973301,103.8459054
10668,716A,TAMPINES ST 71,5,1995,N,N,N,N,Y,N,0,716A TAMPINES ST 71,1.3587699,103.9366335
10676,717A,WOODLANDS DR 70,13,2016,Y,N,N,N,N,Y,99,717A WOODLANDS DR 70,1.440538746,103.7986691
10678,717C,WOODLANDS DR 70,1,2016,N,N,N,N,N,N,0,717C WOODLANDS DR 70,1.440951324,103.7986841
10685,718A,PASIR RIS ST 72,5,1994,N,N,N,N,Y,N,0,718A PASIR RIS ST 72,1.381928157,103.9360146
10686,718A,WOODLANDS AVE 6,5,1995,N,N,N,N,Y,N,0,718A WOODLANDS AVE 6,1.441433102,103.8005061
10699,72,SENG POH RD,3,1937,Y,N,N,N,N,N,24,72 SENG POH RD,1.283844174,103.8319984
10703,720,CLEMENTI WEST ST 2,3,1981,N,Y,N,N,N,N,0,720 CLEMENTI WEST ST 2,1.302464088,103.763751
10709,720A,TAMPINES ST 72,1,1996,N,N,N,N,N,Y,0,720A TAMPINES ST 72,1.359613761,103.9357503
10718,721A,WOODLANDS AVE 6,6,1996,N,N,N,N,Y,N,0,721A WOODLANDS AVE 6,1.44475996,103.7998127
10727,722A,WOODLANDS AVE 6,1,1996,N,N,N,N,N,Y,0,722A WOODLANDS AVE 6,1.445060897,103.7993892
10728,723,ANG MO KIO AVE 8,2,1981,N,Y,N,N,N,N,0,723 ANG MO KIO AVE 8,1.372318602,103.847182
10736,723A,TAMPINES ST 72,5,1996,N,N,N,N,Y,N,0,723A TAMPINES ST 72,1.359562997,103.9352103
10737,724,ANG MO KIO AVE 6,1,2008,N,N,Y,N,N,N,0,724 ANG MO KIO AVE 6,1.372172585,103.8465103
10747,725,CLEMENTI WEST ST 2,2,1980,Y,Y,N,N,N,N,3,725 CLEMENTI WEST ST 2,1.303471051,103.7637055
10753,726,ANG MO KIO AVE 6,2,1979,N,Y,N,N,N,N,0,726 ANG MO KIO AVE 6,1.372783585,103.8464483
10754,726,CLEMENTI WEST ST 2,1,1980,N,Y,Y,N,N,N,0,726 CLEMENTI WEST ST 2,1.303810732,103.7642507
10765,727A,TAMPINES ST 71,5,1995,N,N,N,N,Y,N,0,727A TAMPINES ST 71,1.356381684,103.9360482
10772,728A,WOODLANDS CIRCLE,6,1996,N,N,N,N,Y,N,0,728A WOODLANDS CIRCLE,1.443204388,103.7989757
10779,73,BEDOK STH AVE 3,2,1977,N,Y,N,N,N,N,0,73 BEDOK STH AVE 3,1.319838031,103.9439714
10780,73,ENG WATT ST,3,1937,Y,N,N,N,N,N,42,73 ENG WATT ST,1.283370367,103.8324565
10784,73,REDHILL RD,8,2004,N,N,N,N,Y,N,0,73 REDHILL RD,1.287932964,103.8172989
10786,73A,LOR 4 TOA PAYOH,1,2002,N,N,N,N,N,Y,0,73A LOR 4 TOA PAYOH,1.333789077,103.8517453
10788,73A,TELOK BLANGAH ST 32,3,1998,N,N,N,N,Y,N,0,73A TELOK BLANGAH ST 32,1.27530892,103.8091846
10789,730,ANG MO KIO AVE 6,2,1979,N,Y,N,N,N,N,0,730 ANG MO KIO AVE 6,1.373433693,103.8457652
10795,730A,TAMPINES ST 71,5,1995,N,N,N,N,Y,N,0,730A TAMPINES ST 71,1.357274422,103.9334452
10805,732A,WOODLANDS CIRCLE,1,1996,N,N,N,N,N,Y,0,732A WOODLANDS CIRCLE,1.442883685,103.7982158
10811,734,PASIR RIS ST 72,5,1996,N,Y,N,N,N,N,0,734 PASIR RIS ST 72,1.379698021,103.9362708
10815,734A,JURONG WEST ST 73,6,1993,N,N,N,N,Y,N,0,734A JURONG WEST ST 73,1.345611874,103.700911
10817,735,PASIR RIS ST 72,2,1997,N,Y,N,Y,N,N,0,735 PASIR RIS ST 72,1.379848867,103.9367217
10826,736A,PASIR RIS DR 10,5,1994,N,N,N,N,Y,N,0,736A PASIR RIS DR 10,1.378962405,103.9372408
10827,736A,WOODLANDS CIRCLE,1,1996,N,N,N,N,N,Y,0,736A WOODLANDS CIRCLE,1.443306895,103.7967464
10833,737A,WOODLANDS CIRCLE,6,1996,N,N,N,N,Y,N,0,737A WOODLANDS CIRCLE,1.443214807,103.796367
10839,738A,PASIR RIS DR 10,1,1995,N,N,N,N,N,Y,0,738A PASIR RIS DR 10,1.379380891,103.9366599
10840,739,BEDOK RESERVOIR RD,2,1985,N,Y,N,N,N,N,0,739 BEDOK RESERVOIR RD,1.337886637,103.9226484
10846,739A,BEDOK RESERVOIR RD,5,1999,N,N,Y,N,Y,N,0,739A BEDOK RESERVOIR RD,1.338242032,103.9233039
10847,739A,JURONG WEST ST 73,1,1994,N,N,N,N,N,Y,0,739A JURONG WEST ST 73,1.345925681,103.7003809
10848,739A,WOODLANDS CIRCLE,5,1996,N,N,N,N,Y,N,0,739A WOODLANDS CIRCLE,1.44451876,103.7967978
10850,74,LOR 4 TOA PAYOH,2,2004,N,N,Y,N,N,N,0,74 LOR 4 TOA PAYOH,1.334550749,103.8520035
10852,74,REDHILL RD,5,2004,N,N,N,N,Y,N,0,74 REDHILL RD,1.288006637,103.8158143
10854,74,TIONG POH RD,3,1937,Y,N,N,N,N,N,24,74 TIONG POH RD,1.282936929,103.8327095
10862,740A,WOODLANDS CIRCLE,1,1996,N,N,N,N,N,Y,0,740A WOODLANDS CIRCLE,1.444775406,103.7965588
10863,741,BEDOK RESERVOIR RD,1,1985,N,Y,N,N,N,N,0,741 BEDOK RESERVOIR RD,1.337730888,103.9222721
10868,741A,PASIR RIS ST 71,1,1995,N,N,N,N,N,Y,0,741A PASIR RIS ST 71,1.377536607,103.9359875
10874,742A,TAMPINES ST 72,5,1996,N,Y,N,N,Y,N,0,742A TAMPINES ST 72,1.359968882,103.9341433
10875,743,BEDOK RESERVOIR RD,2,1985,N,Y,N,N,N,N,0,743 BEDOK RESERVOIR RD,1.338494769,103.9217626
10885,744A,PASIR RIS ST 71,6,1994,N,N,N,N,Y,N,0,744A PASIR RIS ST 71,1.377949307,103.9353865
10886,744A,WOODLANDS CIRCLE,1,1996,N,N,N,N,N,Y,0,744A WOODLANDS CIRCLE,1.442807436,103.7953997
10887,745,BEDOK RESERVOIR RD,2,1984,N,Y,N,N,N,N,0,745 BEDOK RESERVOIR RD,1.337419105,103.921783
10892,746,BEDOK RESERVOIR RD,1,1985,N,Y,N,N,N,N,0,746 BEDOK RESERVOIR RD,1.337286448,103.9212157
10897,747,BEDOK RESERVOIR CRES,1,2014,N,N,N,N,N,Y,0,747 BEDOK RESERVOIR CRES,1.336542524,103.9221343
10903,747A,PASIR RIS ST 71,5,1994,N,N,N,N,Y,N,0,747A PASIR RIS ST 71,1.378827493,103.9340575
10904,747A,WOODLANDS CIRCLE,6,1996,N,N,N,N,Y,N,0,747A WOODLANDS CIRCLE,1.443317943,103.7955859
10907,748,BEDOK RESERVOIR CRES,7,2014,N,N,N,N,Y,N,0,748 BEDOK RESERVOIR CRES,1.336102584,103.9218827
10913,748A,WOODLANDS CIRCLE,5,1996,N,N,N,N,Y,N,0,748A WOODLANDS CIRCLE,1.444912562,103.7951205
10920,749A,WOODLANDS CIRCLE,1,1997,N,N,N,N,N,Y,0,749A WOODLANDS CIRCLE,1.444797339,103.7943133
10922,75,LOR 5 TOA PAYOH,1,2012,N,N,Y,N,N,N,0,75 LOR 5 TOA PAYOH,1.336020768,103.852957
10925,75,TIONG POH RD,3,1937,Y,N,N,N,N,N,24,75 TIONG POH RD,1.282559382,103.8322338
10928,75A,WHAMPOA DR,1,2005,N,N,N,N,N,Y,0,75A WHAMPOA DR,1.324462893,103.8578982
10931,75D,REDHILL RD,1,2005,N,Y,N,N,N,N,0,75D REDHILL RD,1.288464768,103.8157116
10936,750A,JURONG WEST ST 73,5,1992,N,N,N,N,Y,N,0,750A JURONG WEST ST 73,1.347459285,103.6985462
10957,754A,CHOA CHU KANG NTH 5,6,1994,N,N,N,N,Y,N,0,754A CHOA CHU KANG NTH 5,1.392795614,103.7467316
10958,754A,PASIR RIS ST 71,1,1995,N,N,N,N,N,Y,0,754A PASIR RIS ST 71,1.377513839,103.9344137
10959,754A,WOODLANDS CIRCLE,1,1997,N,N,N,N,N,Y,0,754A WOODLANDS CIRCLE,1.445518323,103.7937927
10975,757A,PASIR RIS ST 71,5,1994,N,N,N,N,Y,N,0,757A PASIR RIS ST 71,1.377241852,103.9330756
10976,757A,WOODLANDS AVE 4,5,1996,N,N,N,N,Y,N,0,757A WOODLANDS AVE 4,1.446072338,103.7938872
10977,757B,PASIR RIS ST 71,1,1995,N,N,N,N,N,Y,0,757B PASIR RIS ST 71,1.376870589,103.9337181
10988,759A,WOODLANDS AVE 6,6,1996,N,N,N,N,Y,N,0,759A WOODLANDS AVE 6,1.446602397,103.7960425
10990,76,GUAN CHUAN ST,3,1937,Y,N,N,N,N,N,42,76 GUAN CHUAN ST,1.283036951,103.8317782
10993,76,PASIR RIS TER,1,1976,Y,N,N,N,N,N,1,76 PASIR RIS TER,1.382726112,103.9434191
10994,76,REDHILL RD,1,2005,N,N,N,N,N,Y,0,76 REDHILL RD,1.288637913,103.8163371
10997,760,BEDOK RESERVOIR VIEW,1,1999,N,Y,N,N,N,N,0,760 BEDOK RESERVOIR VIEW,1.336464515,103.9352158
11003,760A,BEDOK RESERVOIR VIEW,1,1999,N,N,N,N,N,Y,0,760A BEDOK RESERVOIR VIEW,1.336537862,103.9349874
11004,760A,JURONG WEST ST 74,6,1994,N,N,N,N,Y,N,0,760A JURONG WEST ST 74,1.349593902,103.700194
11005,760B,JURONG WEST ST 74,1,1994,N,N,N,N,N,Y,0,760B JURONG WEST ST 74,1.349118423,103.7001661
11012,761A,BEDOK RESERVOIR VIEW,4,1998,N,N,N,N,Y,N,0,761A BEDOK RESERVOIR VIEW,1.335920157,103.9344457
11015,762,JURONG WEST ST 75,2,1995,N,Y,N,N,N,N,0,762 JURONG WEST ST 75,1.348741647,103.6977396
11019,762A,CHOA CHU KANG NTH 5,5,1995,N,N,N,N,Y,N,0,762A CHOA CHU KANG NTH 5,1.392607595,103.7491449
11020,762A,JURONG WEST ST 75,5,1994,N,N,N,N,Y,N,0,762A JURONG WEST ST 75,1.349038917,103.6979191
11021,762A,PASIR RIS ST 71,5,1994,N,N,N,N,Y,N,0,762A PASIR RIS ST 71,1.376029828,103.9333498
11022,762A,WOODLANDS AVE 6,1,1997,N,N,N,N,N,Y,0,762A WOODLANDS AVE 6,1.446313315,103.7958847
11025,763,JURONG WEST ST 75,1,1994,N,N,Y,N,N,N,0,763 JURONG WEST ST 75,1.348726443,103.698292
11035,764A,JURONG WEST ST 74,4,1994,N,N,N,N,Y,N,0,764A JURONG WEST ST 74,1.349977565,103.6990097
11037,764B,WOODLANDS CIRCLE,14,2015,Y,N,N,Y,N,Y,128,764B WOODLANDS CIRCLE,1.445065859,103.7976078
11044,765A,BEDOK RESERVOIR VIEW,4,1999,N,N,N,N,Y,N,0,765A BEDOK RESERVOIR VIEW,1.335706119,103.9363386
11045,765A,WOODLANDS CIRCLE,1,2001,N,N,N,N,N,Y,0,765A WOODLANDS CIRCLE,1.44587153,103.7971001
11052,766A,WOODLANDS CIRCLE,5,2001,N,N,N,N,Y,N,0,766A WOODLANDS CIRCLE,1.445733972,103.7973176
11061,768,WOODLANDS AVE 6,3,1999,N,Y,N,Y,N,N,0,768 WOODLANDS AVE 6,1.445717841,103.7981663
11063,768A,BEDOK RESERVOIR VIEW,1,1999,N,N,N,N,N,Y,0,768A BEDOK RESERVOIR VIEW,1.335885092,103.9373358
11069,769A,BEDOK RESERVOIR VIEW,4,1999,N,N,N,N,Y,N,0,769A BEDOK RESERVOIR VIEW,1.335605246,103.9383658
11071,77,CIRCUIT RD,2,1966,N,Y,N,N,N,N,0,77 CIRCUIT RD,1.328556562,103.8853499
11075,77,REDHILL RD,1,2005,N,N,N,N,N,Y,0,77 REDHILL RD,1.28841105,103.8169441
11076,77,SENG POH RD,3,1937,Y,N,N,N,N,N,24,77 SENG POH RD,1.283466901,103.8315227
11078,77A,INDUS RD,1,2003,N,N,N,N,N,Y,0,77A INDUS RD,1.290884397,103.8277512
11079,77A,MARINE DR,6,2013,N,N,N,N,Y,N,0,77A MARINE DR,1.302344724,103.9082482
11086,770A,PASIR RIS ST 71,1,1995,N,N,N,N,N,Y,0,770A PASIR RIS ST 71,1.375047455,103.9363022
11092,771A,CHOA CHU KANG ST 54,5,1995,N,N,N,N,Y,N,0,771A CHOA CHU KANG ST 54,1.394532978,103.7499643
